target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,pt_br_cue,pt_br_target,pt_br_word_combo
selecione,619.425046877462,752.705550004256,-0.343637961935605,-0.0168812410870417,25.4823084533194,31.8896502706353,0.0869450537454445,0.0804833535470129,71,64,1,2,64,60,66,61,1,2,0.96969696969697,0.983606557377049,72,64,0,2,65,60,67,61,0,2,0.970149253731343,0.983606557377049,64,60,133.280503126794,0.326756720848563,br_pt,choose,select,escolher,selecione,escolherselecione
semana,547.053595503895,619.2173478114,-0.646328830433555,-0.452707635980019,15.9496136699443,34.3131423614572,0.0453552735794879,0.0835999384683327,97,53,0,0,89,46,90,47,0,0,0.988888888888889,0.978723404255319,97,53,0,0,89,43,90,47,0,0,0.988888888888889,0.914893617021277,89,46,72.1637523075051,0.193621194453535,br_pt,month,week,mês,semana,mêssemana
semanalmente,739.634573341824,861.594338460093,0.0726732093567518,0.449773064140838,33.4921428279586,56.17445981139,0.0906177021059173,0.14316675895579,79,72,0,2,75,65,76,67,0,0,0.986842105263158,0.970149253731343,79,72,0,2,75,62,76,67,0,0,0.986842105263158,0.925373134328358,75,65,121.959765118268,0.377099854784086,br_pt,daily,weekly,diário,semanalmente,diáriosemanalmente
sempre,499.416194455703,549.324816897949,-0.710834303568686,-0.634086927868151,19.6725754800061,20.7620988130681,0.068875017823873,0.0493727474343011,77,80,1,1,72,71,73,72,0,0,0.986301369863014,0.986111111111111,77,80,1,1,72,71,73,72,0,0,0.986301369863014,0.986111111111111,72,71,49.9086224422466,0.0767473757005355,br_pt,never,ever,nunca,sempre,nuncasempre
senado,629.911753887981,663.397142853771,-0.274947283681414,-0.273827099677597,25.8858681973127,28.8273052339017,0.0982740133554648,0.105190169449199,77,55,5,1,65,49,71,51,3,0,0.915492957746479,0.96078431372549,78,55,4,1,67,50,72,51,2,0,0.930555555555556,0.980392156862745,65,49,33.4853889657902,0.00112018400381697,br_pt,parliament,senate,parlamento,senado,parlamentosenado
senador,541.475940303312,660.146414963577,-0.645903793680103,-0.258883143210123,14.3608086519033,25.7674030542917,0.0484891326825496,0.108214296123396,73,53,2,0,67,49,70,49,0,0,0.957142857142857,1,73,53,2,0,69,47,70,49,0,0,0.985714285714286,0.959183673469388,67,49,118.670474660265,0.387020650469981,br_pt,governor,senator,governador,senador,governadorsenador
senha,546.352439395767,621.422337503035,-0.527755781652252,-0.409910943136399,18.4417200410954,27.0851666420456,0.0618763085237016,0.0906712950476379,78,85,0,0,66,80,68,82,0,0,0.970588235294118,0.975609756097561,78,85,0,0,66,80,68,82,0,0,0.970588235294118,0.975609756097561,66,80,75.0698981072677,0.117844838515853,br_pt,code,password,código,senha,códigosenha
senhora,514.254313721889,542.938639982954,-0.849368240018951,-0.625781902331819,17.0153315385252,22.2895908864148,0.0384234947176697,0.059609625878375,53,56,1,1,51,50,51,50,0,0,1,1,53,56,1,1,51,48,51,50,0,0,1,0.96,51,50,28.6843262610646,0.223586337687132,br_pt,lord,lady,senhor,senhora,senhorsenhora
senhorio,674.872055557041,740.964473673492,-0.188617623183214,0.0351539619954974,32.2315149935097,53.9879083804557,0.0894131563192729,0.150589138339373,86,67,1,0,73,57,79,63,1,0,0.924050632911392,0.904761904761905,85,67,2,0,63,52,78,63,2,0,0.807692307692308,0.825396825396825,72,57,66.0924181164511,0.223771585178711,br_pt,tenant,landlord,inquilino,senhorio,inquilinosenhorio
sentar,531.654833318906,567.2336037746,-0.728839560461773,-0.511524900342906,14.8058336360089,20.0205873600253,0.0480416502480378,0.0632908704973484,57,58,0,0,54,53,54,53,0,0,1,1,56,58,1,0,52,49,53,53,1,0,0.981132075471698,0.924528301886792,54,53,35.578770455694,0.217314660118867,br_pt,stand,sit,ficar de pé,sentar,ficar de pésentar
sentimento,582.469075747196,628.750555556195,-0.503938573127438,-0.378775915253643,20.818494465421,33.978842293577,0.0638308299722942,0.123605382041466,77,56,1,1,66,55,67,55,1,0,0.985074626865672,1,77,56,1,1,67,54,67,55,1,0,1,0.981818181818182,66,54,46.2814798089994,0.125162657873795,br_pt,impression,feeling,impressão,sentimento,impressãosentimento
seringa,642.991552636075,754.501000020706,-0.232473300494919,0.134238702845085,20.3397838922391,53.9714700207847,0.0674267234578847,0.172778664300198,83,53,1,1,76,46,78,49,1,1,0.974358974358974,0.938775510204082,83,53,1,1,76,48,78,49,1,1,0.974358974358974,0.979591836734694,76,46,111.509447384631,0.366712003340004,br_pt,needle,syringe,agulha,seringa,agulhaseringa
sermão,698.232782042417,839.809846175439,-0.20589756040703,0.237674971980492,31.6864243669883,57.6227452633963,0.0902419032679292,0.147587775424838,85,58,2,2,78,52,81,55,1,0,0.962962962962963,0.945454545454545,86,58,1,2,79,46,82,55,0,0,0.963414634146341,0.836363636363636,78,52,141.577064133022,0.443572532387522,br_pt,speech,sermon,fala,sermão,falasermão
servo,629.593130418225,703.78992754083,-0.334540302915737,-0.063131483544401,22.4469255275989,28.5869338214077,0.0798433655480086,0.095968458965121,82,74,1,0,69,69,74,72,0,0,0.932432432432432,0.958333333333333,82,74,1,0,74,71,74,72,0,0,1,0.986111111111111,69,69,74.1967971226047,0.271408819371336,br_pt,slave,servant,escravo,servo,escravoservo
show,566.952448283945,587.284961524977,-0.589168036407548,-0.572810273409584,41.0098160311135,28.4108866802809,0.116416390317405,0.119016135416233,63,55,0,1,58,52,59,53,0,0,0.983050847457627,0.981132075471698,63,55,0,1,51,52,59,53,0,0,0.864406779661017,0.981132075471698,58,52,20.3325132410316,0.0163577629979641,br_pt,tour,concert,turnê,show,turnêshow
silêncio,565.754506676261,553.693444454264,-0.536220935249797,-0.590938740463072,24.676963082503,19.2260105320096,0.0856185729316962,0.0695342539428165,80,69,1,2,75,63,75,64,0,0,1,0.984375,80,69,1,2,74,61,75,64,0,0,0.986666666666667,0.953125,75,63,-12.0610622219965,-0.0547178052132754,br_pt,silent,silence,silencioso,silêncio,silenciososilêncio
sim,516.58668421999,521.981985706997,-0.694413292179168,-0.641613086311761,15.7251163360226,14.9044730022044,0.0489523380890128,0.0528698154054837,68,75,1,1,62,70,63,70,0,0,0.984126984126984,1,68,74,1,2,58,69,63,69,0,1,0.920634920634921,1,62,70,5.39530148700703,0.0528002058674079,br_pt,okay,yeah,ok,sim,oksim
simples,529.477971836975,576.633968263218,-0.631716219321664,-0.519380268296495,16.0242298016438,39.8536412603412,0.0561482785248419,0.105015696266796,76,68,1,0,71,63,71,65,0,0,1,0.969230769230769,76,67,1,1,70,59,71,65,0,0,0.985915492957746,0.907692307692308,71,63,47.1559964262424,0.112335951025169,br_pt,simply,simple,simplesmente,simples,simplesmentesimples
sinal,546.175506857363,554.72058510374,-0.586630074237808,-0.519464118110634,18.3405385284031,28.2190602063888,0.0619048076743063,0.0979519829850074,80,97,0,1,73,94,73,94,0,1,1,1,80,96,0,2,72,93,73,93,0,2,0.986301369863014,1,73,94,8.54507824637733,0.067165956127174,br_pt,frequency,signal,frequência,sinal,frequênciasinal
sistema,553.282999982015,544.33354795783,-0.614512771018828,-0.600020866639406,23.7466972482406,25.5835623686731,0.0729535581863515,0.0727972924133216,76,77,0,1,71,73,72,73,0,1,0.986111111111111,1,76,78,0,0,71,72,72,74,0,0,0.986111111111111,0.972972972972973,71,73,-8.94945202418501,0.0144919043794212,br_pt,network,system,rede,sistema,redesistema
soar,697.80581355673,638.54736000086,-0.0751928458179678,-0.288035655705456,34.3991279864793,26.731113968672,0.0900777035592773,0.0810632979641512,74,84,0,2,59,75,70,78,0,0,0.842857142857143,0.961538461538462,74,84,0,2,18,75,70,78,0,0,0.257142857142857,0.961538461538462,59,75,-59.2584535558701,-0.212842809887488,br_pt,ping,ding,sibilar,soar,sibilarsoar
sobrenome,630.552340000429,562.410063844848,-0.41039025512507,-0.581487701514925,22.9333332232506,26.5926031275744,0.089166931571071,0.0689984570137377,53,53,0,1,50,47,50,50,0,0,1,0.94,53,53,0,1,50,49,50,50,0,0,1,0.98,50,47,-68.1422761555806,-0.171097446389855,br_pt,nickname,surname,apelido,sobrenome,apelidosobrenome
sobreviver,559.382031583329,660.831482124573,-0.571062552135245,-0.313082557442308,16.1302376601375,39.8308085151273,0.0480763366387071,0.0890728966745764,101,66,1,1,95,62,96,62,1,0,0.989583333333333,1,101,66,1,1,92,62,96,62,1,0,0.958333333333333,1,95,62,101.449450541244,0.257979994692937,br_pt,live,survive,viver,sobreviver,viversobreviver
sobrinho,575.723935487665,636.01735713874,-0.58689812220652,-0.344192762812361,19.7938426454756,32.3312889898541,0.0554408656005118,0.0950230370111446,69,76,0,2,62,70,63,70,0,1,0.984126984126984,1,69,76,0,2,60,69,63,70,0,1,0.952380952380952,0.985714285714286,62,70,60.2934216510753,0.24270535939416,br_pt,grandson,nephew,neto,sobrinho,netosobrinho
sol,506.65820894276,563.881431017527,-0.841235467180548,-0.603689245903456,17.6126772790725,31.5134888536005,0.0552095532178837,0.107266874601715,71,60,1,2,67,54,68,57,1,0,0.985294117647059,0.947368421052632,71,60,1,2,67,52,68,57,1,0,0.985294117647059,0.912280701754386,67,54,57.2232220747672,0.237546221277092,br_pt,moon,sun,lua,sol,luasol
solar,564.357361694672,609.478399994961,-0.625748394468172,-0.322316778692661,15.693201878664,26.0267270137544,0.0511866321571554,0.0954751025687581,103,101,1,1,95,95,97,95,1,0,0.979381443298969,1,102,101,2,1,86,82,96,95,2,0,0.895833333333333,0.863157894736842,94,95,45.1210383002888,0.303431615775512,br_pt,lunar,solar,lunar,solar,lunarsolar
solicitação,631.086090910057,615.898156861516,-0.361360681721734,-0.438455317596112,24.7206250852604,22.7202144531108,0.0681243448448603,0.0669161775301911,59,53,1,0,55,51,55,51,1,0,1,1,60,53,0,0,48,45,56,51,0,0,0.857142857142857,0.88235294117647,55,51,-15.1879340485414,-0.0770946358743771,br_pt,demand,request,exigem,solicitação,exigemsolicitação
som,517.149178081192,528.776531657655,-0.693327003336687,-0.65690807826284,20.0638839565281,14.8774930735683,0.0664006764601792,0.0473712707670576,78,84,0,0,73,79,73,79,0,0,1,1,77,84,1,0,70,77,72,79,1,0,0.972222222222222,0.974683544303797,73,79,11.627353576463,0.0364189250738469,br_pt,noise,sound,ruído,som,ruídosom
sombrio,602.056999993729,666.894692348662,-0.43076856955432,-0.302160779131482,39.8998810401123,44.4604608806111,0.137180282572066,0.113974532755428,61,51,0,0,55,39,56,40,0,0,0.982142857142857,0.975,61,51,0,0,55,40,56,40,0,0,0.982142857142857,1,55,39,64.8376923549328,0.128607790422838,br_pt,shadow,dark,sombra,sombrio,sombrasombrio
sonda,676.757428586863,686.838057692664,-0.239147764172523,-0.135361926806567,31.903224287387,44.2418722334729,0.0781052551063234,0.104405686103884,78,60,1,0,70,52,73,56,0,0,0.958904109589041,0.928571428571429,78,60,1,0,68,55,73,56,0,0,0.931506849315068,0.982142857142857,70,52,10.0806291058005,0.103785837365957,br_pt,capsule,probe,cápsula,sonda,cápsulasonda
sonho,548.129153831741,594.405488639438,-0.666162786944145,-0.530533424789539,20.7085147113734,32.0861344719159,0.0611438905923611,0.0985932038824313,72,92,1,0,65,88,67,90,1,0,0.970149253731343,0.977777777777778,72,92,1,0,67,90,67,90,1,0,1,1,65,88,46.2763348076976,0.135629362154605,br_pt,nightmare,dream,pesadelo,sonho,pesadelosonho
sotaque,625.155175674019,689.931540970116,-0.314160805973105,-0.160268306934361,23.0335283635163,29.4650992857112,0.0567825595898708,0.0843763251121014,85,71,0,0,74,61,79,62,0,0,0.936708860759494,0.983870967741935,85,71,0,0,73,59,79,62,0,0,0.924050632911392,0.951612903225806,74,61,64.7763652960977,0.153892499038744,br_pt,voice,accent,voz,sotaque,vozsotaque
sozinho,552.730000019038,544.116235302238,-0.670435215595255,-0.574067102955887,18.8932110754172,13.6085225990386,0.0559280166058943,0.063788076755112,73,54,2,1,70,51,70,51,1,0,1,1,74,54,1,1,70,50,71,51,0,0,0.985915492957746,0.980392156862745,70,51,-8.61376471679978,0.0963681126393681,br_pt,alone,lonely,solitário,sozinho,solitáriosozinho
substituto,664.976567310065,803.803529410595,-0.158309555082336,0.20740415171997,25.6795724043917,39.2499115725786,0.0865911076492119,0.0899710596746302,110,53,0,2,104,51,106,51,0,0,0.981132075471698,1,109,53,1,2,100,47,106,51,0,0,0.943396226415094,0.92156862745098,104,51,138.82696210053,0.365713706802306,br_pt,replace,substitute,substituir,substituto,substituirsubstituto
suco,509.646365867703,593.764522754107,-0.763380152821338,-0.432580369928355,14.2874803463008,33.1767334911534,0.0608957913806166,0.103687244196465,85,51,0,2,82,44,82,48,0,1,1,0.916666666666667,85,52,0,1,82,49,82,49,0,0,1,1,82,44,84.1181568864039,0.330799782892983,br_pt,milk,juice,leite,suco,leitesuco
suficiente,637.605323535235,609.522775535342,-0.33240078183221,-0.414027454317229,28.6484590404633,25.4380317047553,0.0719957359573329,0.0709359546882519,72,54,0,0,68,49,68,49,0,0,1,1,71,54,1,0,66,48,67,49,1,0,0.985074626865672,0.979591836734694,68,49,-28.0825479998937,-0.0816266724850185,br_pt,enough,sufficient,o suficiente,suficiente,o suficientesuficiente
sugerir,662.456733333418,628.851716226778,-0.304329639408498,-0.338795056515813,24.7137581046681,26.6116100864265,0.0693138698976918,0.086680125476132,94,80,0,0,90,74,91,76,0,0,0.989010989010989,0.973684210526316,93,80,1,0,80,76,90,76,1,0,0.888888888888889,1,90,74,-33.6050171066394,-0.0344654171073152,br_pt,propose,suggest,propor,sugerir,proporsugerir
sujeito,570.444926467407,581.436015380044,-0.551272207760976,-0.542772588623908,19.4443548326235,26.2520106296275,0.0601764870702754,0.0626861691247837,72,69,0,2,68,65,69,65,0,0,0.985507246376812,1,72,68,0,3,65,65,69,65,0,0,0.942028985507246,1,68,65,10.9910889126379,0.00849961913706831,br_pt,object,subject,objeto,sujeito,objetosujeito
superfície,629.294805964696,634.17052541991,-0.376787691241062,-0.351778946329391,27.3695408614204,33.1517851546121,0.0694795817692463,0.0853281420056833,73,66,2,3,67,59,67,61,0,1,1,0.967213114754098,73,66,2,3,64,60,66,61,1,1,0.96969696969697,0.983606557377049,67,59,4.87571945521336,0.025008744911671,br_pt,layer,surface,camada,superfície,camadasuperfície
superior,577.9699687506,667.97144681327,-0.49143630092068,-0.297398431167926,29.6373951266185,35.926407776086,0.0904222418021298,0.0953503209620177,102,54,2,0,96,47,96,49,2,0,1,0.959183673469388,103,54,1,0,94,28,97,49,1,0,0.969072164948454,0.571428571428571,96,47,90.0014780626697,0.194037869752754,br_pt,lower,upper,inferior,superior,inferiorsuperior
suposição,701.639587497159,680.621634155492,-0.154251161780186,-0.214035085216489,37.7275773805336,30.0503483368062,0.0964894197220056,0.0852112693373164,88,88,2,1,80,82,80,85,0,1,1,0.964705882352941,88,89,2,0,80,84,80,86,0,0,1,0.976744186046512,80,82,-21.0179533416666,-0.0597839234363032,br_pt,conclusion,assumption,conclusão,suposição,conclusãosuposição
surdo,551.913690151662,580.60970177889,-0.56247364787528,-0.470681383149208,16.7223586370385,29.2378582898621,0.0773551023651206,0.113874164891266,77,65,1,1,71,57,73,59,0,1,0.972602739726027,0.966101694915254,77,65,1,1,71,56,73,59,0,1,0.972602739726027,0.949152542372881,71,57,28.6960116272273,0.0917922647260716,br_pt,blind,deaf,cego,surdo,cegosurdo
suspeito,571.510075972014,589.421882342952,-0.456787649171469,-0.572654234539764,28.8590687391057,33.9475374974143,0.0825125247673113,0.0853022619476748,88,73,1,1,79,68,81,68,1,0,0.975308641975309,1,88,73,1,1,73,66,81,68,1,0,0.901234567901235,0.970588235294118,79,68,17.9118063709378,-0.115866585368295,br_pt,doubt,suspect,dúvida,suspeito,dúvidasuspeito
símbolo,555.425617025585,536.597033336142,-0.595762898373304,-0.637083935347492,16.0691629732906,18.9043461495956,0.0508971221084574,0.0445459404947585,99,67,1,1,94,60,94,60,0,0,1,1,99,67,1,1,94,59,94,60,0,0,1,0.983333333333333,94,60,-18.8285836894432,-0.0413210369741888,br_pt,flag,symbol,bandeira,símbolo,bandeirasímbolo
síndrome,619.057777784796,692.985854845148,-0.415558569941866,-0.137962383384398,25.2501539159947,34.2406713449581,0.0592468899952789,0.102823912815598,101,69,0,0,90,62,91,64,0,0,0.989010989010989,0.96875,101,68,0,1,87,63,91,63,0,1,0.956043956043956,1,90,62,73.9280770603517,0.277596186557468,br_pt,symptom,syndrome,sintoma,síndrome,sintomasíndrome
talento,595.179038462471,580.548204417216,-0.533569000734123,-0.554824385226386,36.1839138366009,21.4330351081992,0.0739495783081872,0.0629203019912018,85,55,1,1,78,50,78,51,0,0,1,0.980392156862745,85,55,1,1,76,49,78,51,0,0,0.974358974358974,0.96078431372549,78,50,-14.6308340452548,-0.0212553844922637,br_pt,potential,talent,potencial,talento,potencialtalento
tapete,542.057533345361,623.705430782539,-0.622573487419525,-0.333508779831102,16.5812781192052,36.4851368440321,0.0600488265544704,0.101088445615809,64,69,0,1,60,65,60,66,0,0,1,0.984848484848485,64,69,0,1,58,65,60,66,0,0,0.966666666666667,0.984848484848485,60,65,81.6478974371776,0.289064707588423,br_pt,floor,carpet,chão,tapete,chãotapete
tarde,540.352666679707,562.968746262758,-0.694607895176093,-0.608780860799232,28.4921836949351,31.4265576856876,0.087973027437073,0.0774825488718845,97,83,3,0,87,67,87,69,1,0,1,0.971014492753623,97,83,3,0,86,68,87,69,1,0,0.988505747126437,0.985507246376812,87,67,22.6160795830507,0.0858270343768611,br_pt,night,evening,noite,tarde,noitetarde
tartaruga,671.977354410907,623.533878060598,-0.208295788753738,-0.36399538338348,40.6396973373179,25.6068282442082,0.105720255138322,0.0656364184164813,84,89,1,0,79,82,79,84,0,0,1,0.976190476190476,85,89,0,0,72,83,79,84,0,0,0.911392405063291,0.988095238095238,79,82,-48.4434763503091,-0.155699594629743,br_pt,snail,turtle,caracol,tartaruga,caracoltartaruga
tchau,549.551950815262,660.0719459567,-0.654625333117635,-0.283027642147053,17.4826790086663,43.5996874079414,0.0548402355663002,0.151771506924955,69,57,0,1,62,53,64,54,0,0,0.96875,0.981481481481482,69,56,0,2,62,49,64,54,0,0,0.96875,0.907407407407407,61,53,110.519995141438,0.371597690970582,br_pt,hello,bye,olá,tchau,olátchau
teatro,545.778148614651,626.881399997298,-0.647414920721851,-0.495317556093088,19.5195239740553,35.2933437219958,0.0628981879526638,0.0758534988563613,78,58,0,0,74,55,74,56,0,0,1,0.982142857142857,78,58,0,0,72,55,74,56,0,0,0.972972972972973,0.982142857142857,74,55,81.1032513826475,0.152097364628763,br_pt,cinema,theater,cinema,teatro,cinemateatro
tecido,561.554320981508,580.00709232372,-0.5432050098063,-0.54091762042558,18.9393445983331,17.2516412856886,0.0593555698739663,0.0592885525334478,89,68,0,0,81,65,82,66,0,0,0.98780487804878,0.984848484848485,89,68,0,0,79,51,82,66,0,0,0.963414634146341,0.772727272727273,81,65,18.4527713422127,0.00228738938071926,br_pt,skin,tissue,pele,tecido,peletecido
telefone,602.324991598534,570.061732399279,-0.572857199496836,-0.604349019530878,29.025919474494,29.4245077527351,0.0757267153957989,0.0773833775418844,54,76,1,1,53,71,53,71,0,0,1,1,54,76,1,1,52,69,53,71,0,0,0.981132075471698,0.971830985915493,53,71,-32.263259199255,-0.0314918200340428,br_pt,call,telephone,chamar,telefone,chamartelefone
televisão,531.698450688908,580.279112361442,-0.655826745014476,-0.512934550131883,16.7125267906936,27.8993445078982,0.0578291247441859,0.085036821426869,74,96,0,0,71,89,71,90,0,0,1,0.988888888888889,74,96,0,0,71,88,71,90,0,0,1,0.977777777777778,71,89,48.5806616725341,0.142892194882593,br_pt,radio,television,rádio,televisão,rádiotelevisão
temperatura,563.428157163968,692.283825375121,-0.523455675363812,-0.303922641520011,22.172937106014,32.7650950915441,0.0543580980959708,0.07147219600859,74,68,0,1,70,63,71,64,0,0,0.985915492957746,0.984375,74,68,0,1,70,60,71,64,0,0,0.985915492957746,0.9375,70,63,128.855668211153,0.219533033843801,br_pt,heat,temperature,calor,temperatura,calortemperatura
tempestade,621.482672416147,645.175276916845,-0.455678169223722,-0.350728158560931,34.2329921106617,41.0438253563712,0.0819383942292679,0.108928410815333,65,72,5,2,58,65,58,66,2,0,1,0.984848484848485,66,72,4,2,58,65,59,66,1,0,0.983050847457627,0.984848484848485,58,65,23.6926045006984,0.104950010662791,br_pt,wind,storm,vento,tempestade,ventotempestade
tenente,619.384250002288,725.958620693069,-0.382781834408061,0.139244913294205,31.3187777111818,28.6449081297251,0.0940277703287182,0.119990432102417,81,68,0,0,72,58,74,63,0,0,0.972972972972973,0.920634920634921,80,68,1,0,69,63,74,63,0,0,0.932432432432432,1,72,58,106.574370690782,0.522026747702266,br_pt,sergeant,lieutenant,sargento,tenente,sargentotenente
tentar,597.631118421108,595.116277767358,-0.416430375880282,-0.602174232698671,24.898736430537,23.0922319074676,0.0759229146993531,0.0614631003823064,83,57,1,0,76,54,77,55,0,0,0.987012987012987,0.981818181818182,82,57,2,0,75,50,76,55,1,0,0.986842105263158,0.909090909090909,76,54,-2.51484065375018,-0.18574385681839,br_pt,try,attempt,experimentar,tentar,experimentartentar
tentativas,656.689901664962,701.018499978028,-0.322695438482651,-0.259660501952414,32.3642626609348,40.5683025359606,0.0841667005192009,0.099276068242719,69,56,1,0,62,50,62,52,0,0,1,0.961538461538462,69,55,1,1,61,49,62,51,0,1,0.983870967741935,0.96078431372549,61,50,44.3285983130662,0.0630349365302369,br_pt,hearing,trial,audição,tentativas,audiçãotentativas
teoria,578.40077775636,566.525783325325,-0.472498095181229,-0.470653952847122,16.8377682252568,32.1083358869695,0.0636039530065791,0.0920170327677275,87,65,2,0,81,60,82,61,1,0,0.98780487804878,0.983606557377049,87,65,2,0,81,56,82,61,1,0,0.98780487804878,0.918032786885246,81,60,-11.8749944310345,0.00184414233410646,br_pt,idea,theory,ideia,teoria,ideiateoria
ter sucesso,761.197198293698,730.010428567439,0.0930962464642458,-0.0401652385321963,43.0341831681719,29.7980160829949,0.125494053469736,0.0920407763530476,59,61,0,2,55,57,56,59,0,1,0.982142857142857,0.966101694915254,59,62,0,1,47,60,56,60,0,0,0.839285714285714,1,55,56,-31.1867697262597,-0.133261484996442,br_pt,manage,succeed,gerir,ter sucesso,gerirter sucesso
terça,532.666108107204,668.684936199363,-0.683246745728887,-0.322783610656074,35.2114906875194,63.8390119929892,0.095556686780232,0.165362031326932,77,51,0,0,74,47,75,47,0,0,0.986666666666667,1,77,51,0,0,75,45,75,47,0,0,1,0.957446808510638,74,47,136.018828092158,0.360463135072813,br_pt,monday,tuesday,segunda-feira,terça,segunda-feiraterça
teste,556.358319984713,535.143486114151,-0.579546477141057,-0.632942236094172,22.0820133600215,19.4367967393823,0.0729199288622632,0.0547134909327152,55,77,3,1,50,72,50,72,1,1,1,1,55,77,3,1,49,68,50,72,1,1,0.98,0.944444444444444,50,72,-21.2148338705621,-0.0533957589531144,br_pt,experiment,test,experimento,teste,experimentoteste
testemunho,639.872805979797,606.936044769426,-0.339738693165918,-0.384518240167912,21.2735897183627,17.3960663493915,0.0588662802023612,0.0577265658980776,72,73,0,1,67,67,68,68,0,0,0.985294117647059,0.985294117647059,72,73,0,1,67,67,68,68,0,0,0.985294117647059,0.985294117647059,67,67,-32.9367612103707,-0.0447795470019939,br_pt,witness,testimony,testemunha,testemunho,testemunhatestemunho
toalha,576.490076925087,639.642072688842,-0.439077405699369,-0.426941870961472,23.2073330407724,42.4464282646874,0.099172227310096,0.11173686650618,83,60,1,0,80,57,81,58,0,0,0.987654320987654,0.982758620689655,82,60,2,0,77,56,80,58,1,0,0.9625,0.96551724137931,78,57,63.1519957637553,0.0121355347378972,br_pt,blanket,towel,cobertor,toalha,cobertortoalha
tomate,540.906333327064,644.489625481007,-0.6726019167937,-0.45292808865443,21.574182459563,35.9854493526345,0.0640023620538618,0.0870101010589314,61,50,2,0,57,49,57,49,1,0,1,1,61,50,2,0,55,48,57,49,1,0,0.964912280701754,0.979591836734694,57,49,103.583292153943,0.21967382813927,br_pt,potato,tomato,batata,tomate,batatatomate
tornado,646.054507048302,644.766513153503,-0.306815924141372,-0.251907898881675,28.7415422373835,26.7506518873231,0.0746377115458377,0.0829163007338771,79,85,2,0,71,76,73,77,0,0,0.972602739726027,0.987012987012987,79,85,2,0,70,75,73,77,0,0,0.958904109589041,0.974025974025974,71,76,-1.28799389479866,0.0549080252596968,br_pt,hurricane,tornado,furacão,tornado,furacãotornado
tortura,598.715613643752,603.048999997627,-0.485904881016589,-0.388173514769831,26.591023247622,27.694160306091,0.0675089927853507,0.116468065963207,97,86,0,1,88,79,90,80,0,0,0.977777777777778,0.9875,96,86,1,1,79,77,89,80,1,0,0.887640449438202,0.9625,88,79,4.33338635387452,0.097731366246758,br_pt,torment,torture,tormento,tortura,tormentotortura
trabalhador,565.476235285575,575.08817742457,-0.555270408560843,-0.57523550082386,20.3498441279655,18.9632324461796,0.056190513855598,0.0431727501957121,70,67,1,1,68,62,68,63,0,0,1,0.984126984126984,70,67,1,1,63,61,68,63,0,0,0.926470588235294,0.968253968253968,68,62,9.61194213899546,-0.0199650922630171,br_pt,farmer,worker,agricultor,trabalhador,agricultortrabalhador
trabalhar,553.9614666589,594.047412701766,-0.631059704297322,-0.566618706629785,20.3151910743214,22.4985381591881,0.0536524293236716,0.0578881418234928,63,70,0,0,60,63,60,64,0,0,1,0.984375,63,69,0,1,60,63,60,63,0,1,1,1,60,63,40.0859460428659,0.0644409976675367,br_pt,job,work,trabalho,trabalhar,trabalhotrabalhar
tradicional,575.047589290064,599.435436341573,-0.543807318113856,-0.464233891901467,23.4862792078592,20.6973286509214,0.0700862516552671,0.0800177636817692,63,61,0,1,56,55,56,56,0,0,1,0.982142857142857,63,61,0,1,54,55,56,56,0,0,0.964285714285714,0.982142857142857,56,55,24.3878470515081,0.0795734262123894,br_pt,modern,traditional,moderno,tradicional,modernotradicional
trago,806.025976963719,794.284547176521,0.290549787991247,0.281309507830941,41.1387321499922,65.1368691569693,0.155799598730384,0.253550890602851,73,56,0,0,63,53,68,54,0,0,0.926470588235294,0.981481481481482,73,56,0,0,66,45,68,54,0,0,0.970588235294118,0.833333333333333,63,53,-11.7414297871978,-0.00924028016030576,br_pt,drop,sip,derrubar,trago,derrubartrago
traidor,622.367096760953,562.027970136155,-0.435566468205833,-0.511550196359534,26.932030303218,17.0668197627944,0.068363729663413,0.0538835283346587,67,74,1,2,62,67,62,70,0,1,1,0.957142857142857,67,74,1,2,59,68,62,70,0,1,0.951612903225806,0.971428571428571,62,67,-60.339126624798,-0.0759837281537014,br_pt,spy,traitor,espião,traidor,espiãotraidor
trancar,677.221256748549,638.094448278956,-0.196112246264802,-0.282043391478415,33.4008656937099,25.5085687766625,0.0981021295632341,0.0915737844381396,80,97,3,1,74,87,75,87,1,0,0.986666666666667,1,79,97,4,1,71,85,74,87,2,0,0.959459459459459,0.977011494252874,74,87,-39.126808469593,-0.085931145213613,br_pt,key,lock,chave,trancar,chavetrancar
