target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,es_cue,es_target,es_word_combo
ensalada,558.859198301542,594.804566288068,-0.535860549012887,-0.384976726923463,16.4403341661353,25.2858476051265,0.0476962959026247,0.0612277433421777,122,90,4,1,116,83,118,84,1,0,0.983050847457627,0.988095238095238,122,90,4,1,116,76,118,84,1,0,0.983050847457627,0.904761904761905,116,83,35.9453679865256,0.150883822089424,es,soup,salad,sopa,ensalada,sopaensalada
enseñar,541.322591546669,576.91322619581,-0.602517699824065,-0.426421799101477,14.5834943488313,22.2225539955584,0.0629347325712378,0.0832416222459086,74,88,3,2,71,84,71,85,0,1,1,0.988235294117647,74,88,3,2,70,84,71,85,0,1,0.985915492957746,0.988235294117647,71,84,35.5906346491408,0.176095900722588,es,learn,teach,aprender,enseñar,aprenderenseñar
enterrar,625.55982395508,685.731999969428,-0.274989341509769,-0.121254410290666,17.8619143496252,25.1050740330282,0.0549988326453753,0.0803436419243923,149,86,1,2,142,79,142,81,0,0,1,0.975308641975309,148,86,2,2,124,81,141,81,1,0,0.879432624113475,1,142,79,60.1721760143474,0.153734931219103,es,dig,bury,cavar,enterrar,cavarenterrar
entrada,488.781330413766,535.20073256441,-0.721475377022804,-0.6014417429837,16.7136311961302,22.7474548656728,0.066355361757395,0.0669436806422105,122,90,3,0,115,87,118,87,2,0,0.974576271186441,1,122,90,3,0,113,85,118,87,2,0,0.957627118644068,0.977011494252874,115,86,46.4194021506448,0.120033634039103,es,exit,entrance,salida,entrada,salidaentrada
enviar,554.448099016967,530.752750017037,-0.486049371391215,-0.514093140279976,17.1903239901013,13.2757709415863,0.0758690063076606,0.0582292141294455,104,129,5,2,101,124,101,127,0,0,1,0.976377952755906,104,129,5,2,98,126,101,127,0,0,0.97029702970297,0.992125984251969,101,124,-23.6953489999295,-0.028043768888761,es,bring,send,traer,enviar,traerenviar
epidemia,617.164920008978,782.681753246705,-0.0799530837604071,0.360574960204025,17.1155342419884,47.0172646739145,0.09745382838824,0.132507752671097,80,88,1,5,75,78,78,83,0,1,0.961538461538462,0.939759036144578,80,88,1,5,66,50,78,83,0,1,0.846153846153846,0.602409638554217,75,77,165.516833237726,0.440528043964433,es,plague,epidemic,plaga,epidemia,plagaepidemia
episodio,551.774376480847,605.842471160735,-0.371379417951163,-0.244745452087405,15.336816047985,17.6851453342923,0.0662698219573547,0.0668648289510391,92,105,1,2,85,104,86,105,1,1,0.988372093023256,0.99047619047619,92,105,1,2,82,99,86,105,1,1,0.953488372093023,0.942857142857143,85,104,54.0680946798878,0.126633965863758,es,series,episode,serie,episodio,serieepisodio
equipar,559.68040208412,582.010548071736,-0.467058978455478,-0.30562167683833,22.8706555409561,19.1674925039063,0.104343528824034,0.0718947080548061,99,106,1,2,97,104,97,104,0,2,1,1,98,105,2,3,92,99,97,103,0,3,0.948453608247423,0.961165048543689,97,104,22.3301459876162,0.161437301617148,es,equipment,equip,equipo,equipar,equipoequipar
equipo,538.690323107954,548.725408675476,-0.52414740621579,-0.436867582422782,23.2044467032485,23.8740258427469,0.0660887274754988,0.0884362495924883,68,121,0,2,65,115,65,116,0,0,1,0.991379310344828,68,121,0,2,59,109,65,116,0,0,0.907692307692308,0.939655172413793,65,115,10.0350855675218,0.0872798237930076,es,league,team,liga,equipo,ligaequipo
equivocación,648.952288871622,646.829199999349,-0.0464899599043237,0.0408102635674076,22.5069248876437,28.8724179783081,0.0946702270594589,0.104394673574917,98,86,2,4,90,80,93,82,1,2,0.967741935483871,0.975609756097561,98,86,2,4,90,80,93,82,1,2,0.967741935483871,0.975609756097561,90,80,-2.12308887227266,0.0873002234717313,es,error,mistake,error,equivocación,errorequivocación
erección,661.693021965551,710.692931525302,-0.179305536394705,0.0587757251974734,25.5295539050263,26.0208188412877,0.0783413196049964,0.102089552341882,98,74,4,1,91,73,92,74,2,0,0.989130434782609,0.986486486486487,98,75,4,0,92,72,93,74,1,0,0.989247311827957,0.972972972972973,91,73,48.9999095597502,0.238081261592178,es,orgasm,erection,orgasmo,erección,orgasmoerección
escapar,602.968284198976,628.314937503432,-0.40570931185309,-0.169492224587219,26.4395364401971,26.2943775236005,0.0853902540705643,0.103581474060129,103,103,4,1,95,97,96,98,2,0,0.989583333333333,0.989795918367347,103,102,4,2,89,94,96,98,2,0,0.927083333333333,0.959183673469388,95,96,25.3466533044561,0.236217087265871,es,flee,escape,huir,escapar,huirescapar
esconder,578.101283773429,613.400941666532,-0.442416424330301,-0.255580405291267,37.7285432863772,21.0742373824999,0.110847663312572,0.0716633481018964,75,134,0,2,74,120,74,122,0,1,1,0.983606557377049,74,134,1,2,73,115,73,122,1,1,1,0.942622950819672,74,120,35.2996578931034,0.186836019039034,es,cover,hide,cubrir,esconder,cubriresconder
escribir,490.111086935193,564.561273681298,-0.719249403107563,-0.492040520592703,12.10555044851,21.4571692947102,0.0482374105608805,0.0626288067330144,72,99,4,0,69,95,70,97,0,0,0.985714285714286,0.979381443298969,72,99,4,0,70,90,70,97,0,0,1,0.927835051546392,69,95,74.4501867461054,0.22720888251486,es,read,write,leer,escribir,leerescribir
escritor,568.200464923915,556.252918385985,-0.577029101176938,-0.472587418958777,16.8347239822979,19.2043628047123,0.0485981505981144,0.0872608041903642,115,107,2,2,114,98,114,98,1,0,1,1,116,107,1,2,109,94,115,98,0,0,0.947826086956522,0.959183673469388,114,98,-11.9475465379303,0.104441682218161,es,poet,writer,poeta,escritor,poetaescritor
escritura,537.240315799827,566.978126582157,-0.486556450068432,-0.317074758318429,18.0915575466219,25.6348120764365,0.0613976338998603,0.10161679985484,125,83,0,1,114,81,118,81,0,0,0.966101694915254,1,125,83,0,1,105,80,118,81,0,0,0.889830508474576,0.987654320987654,114,79,29.7378107823301,0.169481691750003,es,reading,writing,lectura,escritura,lecturaescritura
escuchar,530.979621344053,517.566753853535,-0.631732165142063,-0.58447093494361,12.7955298203278,15.0358807435653,0.0406714331407153,0.0563535467342227,111,68,2,1,103,65,103,66,1,1,1,0.984848484848485,111,68,2,1,100,63,103,66,1,1,0.970873786407767,0.954545454545455,103,65,-13.4128674905185,0.0472612301984536,es,listen,hear,oír,escuchar,oírescuchar
escándalo,651.425738750408,699.439743590393,-0.0997261141505591,0.112353348508742,31.0351516253205,26.770167946831,0.119357715942763,0.0873275488273678,119,126,1,3,111,117,113,120,1,1,0.982300884955752,0.975,119,126,1,3,98,110,113,120,1,1,0.867256637168142,0.916666666666667,111,117,48.0140048399849,0.212079462659301,es,gossip,scandal,chisme,escándalo,chismeescándalo
eso,534.763129029103,715.87446078898,-0.592986496724508,0.177679958176632,19.8792814688935,28.4931756845096,0.0465765711326573,0.104602456318995,128,113,2,2,124,102,126,107,1,0,0.984126984126984,0.953271028037383,128,113,2,2,123,52,126,106,1,1,0.976190476190476,0.490566037735849,124,102,181.111331759877,0.770666454901139,es,what,that,qué,eso,quéeso
espagueti,703.5941505422,809.57457780007,-0.0249184024280286,0.508626668871204,34.3566557133266,28.7523744671444,0.115999547462754,0.102682821228117,97,162,1,7,93,135,95,150,1,3,0.978947368421053,0.9,98,163,0,6,90,150,96,151,0,2,0.9375,0.993377483443709,93,135,105.980427257869,0.533545071299232,es,lasagna,spaghetti,lasaña,espagueti,lasañaespagueti
especialista,623.753378913371,589.550000000385,-0.186267642671608,-0.306469364428233,24.0341419272491,20.355674760122,0.0739086521621075,0.0801664169594729,103,89,4,0,95,84,96,85,1,0,0.989583333333333,0.988235294117647,104,89,3,0,96,76,97,85,0,0,0.989690721649485,0.894117647058824,95,84,-34.2033789129862,-0.120201721756624,es,expert,specialist,experto,especialista,expertoespecialista
espectacular,588.050484855045,594.938459449711,-0.353371290229624,-0.35223189669129,24.658252230735,31.7276942573951,0.0636812769209219,0.0830835844659715,69,74,1,1,66,74,67,74,1,0,0.985074626865672,1,69,74,1,1,64,73,67,74,1,0,0.955223880597015,0.986486486486487,66,74,6.88797459466662,0.00113939353833337,es,sensational,spectacular,sensacional,espectacular,sensacionalespectacular
espejo,524.216948448134,531.285882397128,-0.670873185720408,-0.590071386401647,17.4950932195245,19.8989307630731,0.0522320163278895,0.0638464093778565,103,77,3,4,97,68,98,71,0,1,0.989795918367347,0.957746478873239,103,77,3,4,93,68,98,71,0,1,0.948979591836735,0.957746478873239,97,68,7.06893394899475,0.0808017993187604,es,reflection,mirror,reflejo,espejo,reflejoespejo
espeluznante,755.509999998981,722.547712346658,0.22659648659165,0.408361310680145,34.2188155619865,23.071502510924,0.111841418787508,0.0873068882378267,109,83,2,0,91,73,101,80,1,0,0.900990099009901,0.9125,109,83,2,0,94,64,101,80,1,0,0.930693069306931,0.8,91,73,-32.9622876523237,0.181764824088495,es,scary,creepy,aterrador,espeluznante,aterradorespeluznante
esposa,505.49272934591,557.96995063587,-0.742023671473045,-0.491288195138869,16.2040959047393,14.9840175455581,0.0576503937450463,0.0598084802382013,93,87,0,1,85,81,86,82,0,0,0.988372093023256,0.98780487804878,92,87,1,1,84,65,85,82,1,0,0.988235294117647,0.792682926829268,85,81,52.4772212899604,0.250735476334176,es,husband,wife,esposo,esposa,esposoesposa
espíritu,531.709561772091,564.472201250172,-0.567079257728412,-0.420985811435243,17.2291118276242,12.8436045868295,0.099779164078899,0.0568623470188663,90,169,2,1,89,159,89,162,1,0,1,0.981481481481482,89,169,3,1,88,160,88,162,2,0,1,0.987654320987654,89,159,32.7626394780813,0.146093446293168,es,soul,spirit,alma,espíritu,almaespíritu
estación,564.792582655043,586.277352255571,-0.401044024125828,-0.431985546144522,14.3594094732029,20.1170588587576,0.064487001734835,0.0627441102600422,133,93,1,1,127,88,127,89,1,0,1,0.98876404494382,133,93,1,1,127,82,127,89,1,0,1,0.921348314606742,127,88,21.4847696005276,-0.0309415220186936,es,platform,station,plataforma,estación,plataformaestación
estado,549.438112091534,550.685918035652,-0.498661181827427,-0.424035232224159,20.9956944430871,13.4267611770715,0.0655459324224051,0.0536293590123881,121,128,1,0,116,123,116,124,0,0,1,0.991935483870968,120,127,2,1,84,121,115,123,1,1,0.730434782608696,0.983739837398374,116,122,1.24780594411834,0.0746259496032685,es,federal,state,federal,estado,federalestado
estatua,613.431141720453,556.664739719931,-0.230414140633835,-0.376513547452996,21.7353573405006,19.3230496971341,0.0755791983960912,0.0886343528600187,135,74,1,0,127,73,128,74,0,0,0.9921875,0.986486486486487,136,74,0,0,121,71,128,74,0,0,0.9453125,0.959459459459459,127,73,-56.7664020005217,-0.14609940681916,es,monument,statue,monumento,estatua,monumentoestatua
este,532.852901105456,609.239304779335,-0.572242745680408,-0.0733777475151882,16.9194454362005,15.1842760837971,0.0833448216199587,0.0771930658853702,97,109,3,2,91,105,93,107,0,2,0.978494623655914,0.981308411214953,96,108,4,3,77,103,92,106,1,3,0.83695652173913,0.971698113207547,91,105,76.3864036738795,0.498864998165219,es,west,east,oeste,este,oesteeste
estilo,497.983228911852,587.607496479278,-0.588804294882439,-0.330705949330418,12.8817578725823,19.7393855659501,0.060429858929835,0.0674631895987208,89,149,1,1,83,143,83,144,0,1,1,0.993055555555556,89,148,1,2,81,133,83,144,0,1,0.975903614457831,0.923611111111111,83,143,89.6242675674257,0.258098345552021,es,rhythm,style,ritmo,estilo,ritmoestilo
estrategia,572.562522244331,768.36706306721,-0.35603725590978,0.180383406402498,22.1854843484613,36.1027262301233,0.0714637010200893,0.103041414070976,95,125,1,3,90,111,90,116,0,1,1,0.956896551724138,95,126,1,2,84,48,90,117,0,0,0.933333333333333,0.41025641025641,90,111,195.804540822879,0.536420662312278,es,plan,strategy,plan,estrategia,planestrategia
estrella,528.199383923101,565.82233735827,-0.61231949931316,-0.495328670139504,16.8529906805448,26.4760414056222,0.0620740886233084,0.0768448764492263,115,89,1,4,112,83,112,84,0,1,1,0.988095238095238,115,90,1,3,109,80,112,85,0,0,0.973214285714286,0.941176470588235,112,83,37.6229534351692,0.116990829173655,es,celebrity,star,celebridad,estrella,celebridadestrella
estructura,591.592946647842,573.245768123894,-0.387109461095013,-0.5139120560654,25.6109891447801,14.1394851324868,0.0746107187831078,0.0484115151173426,85,146,0,1,75,138,77,138,0,0,0.974025974025974,1,85,146,0,1,74,137,77,138,0,0,0.961038961038961,0.992753623188406,75,138,-18.3471785239485,-0.126802594970388,es,pyramid,structure,pirámide,estructura,pirámideestructura
estudio,510.186018864541,506.945355793705,-0.617631938150708,-0.679020328745389,12.6786971122523,14.1505373842671,0.06311311738564,0.0551506894205699,112,106,3,0,106,104,110,105,1,0,0.963636363636364,0.99047619047619,112,106,3,0,108,103,110,105,1,0,0.981818181818182,0.980952380952381,106,104,-3.24066307083541,-0.0613883905946809,es,research,study,investigación,estudio,investigaciónestudio
estupendo,597.708986315319,652.814705848596,-0.29049819823152,-0.122490548242886,17.1372779175524,26.8738163299503,0.0761404505303107,0.0850101403875429,156,111,1,0,146,102,148,107,1,0,0.986486486486487,0.953271028037383,155,111,2,0,146,96,148,107,1,0,0.986486486486487,0.897196261682243,146,102,55.1057195332772,0.168007649988634,es,excellent,great,excelente,estupendo,excelenteestupendo
estupidez,548.16889009933,614.857390605262,-0.458493456093949,-0.264675827236885,13.8715098486507,20.7194147865986,0.0567453285368401,0.0842771446503863,94,74,1,0,91,64,93,66,1,0,0.978494623655914,0.96969696969697,94,74,1,0,91,64,93,66,1,0,0.978494623655914,0.96969696969697,91,64,66.6885005059315,0.193817628857065,es,madness,stupidity,locura,estupidez,locuraestupidez
estúpido,535.442579989485,542.242609967982,-0.528592436464464,-0.526795170948547,11.8926554348991,15.7909161923139,0.0456494947011619,0.0782515051789679,106,107,2,1,100,100,101,101,1,1,0.99009900990099,0.99009900990099,106,107,2,1,79,94,101,101,1,1,0.782178217821782,0.930693069306931,100,100,6.80002997849681,0.00179726551591775,es,naive,stupid,ingenuo,estúpido,ingenuoestúpido
evaluación,580.60619659822,587.716952828632,-0.44573668974323,-0.396508758019482,22.4750303975861,20.1588814350951,0.0643452208594759,0.0601554788908194,123,116,0,2,117,106,118,110,0,1,0.991525423728814,0.963636363636364,123,116,0,2,118,95,118,110,0,1,1,0.863636363636364,117,106,7.11075623041188,0.049227931723748,es,observation,evaluation,inspección,evaluación,inspecciónevaluación
evento,569.239766219346,656.224211560597,-0.51122615080319,-0.14166872721059,26.9243053156965,28.1558407713585,0.0874771425546137,0.108352382117356,81,111,0,0,77,105,77,106,0,0,1,0.990566037735849,81,111,0,0,75,106,77,106,0,0,0.974025974025974,1,77,104,86.984445341251,0.369557423592601,es,phenomenon,event,fenómeno,evento,fenómenoevento
eventualmente,637.946875000032,650.423944882429,-0.181683784576498,-0.00537006594272171,18.9535311108236,17.0095225353291,0.063635316055858,0.0753202291479069,114,132,0,2,112,127,114,129,0,1,0.982456140350877,0.984496124031008,114,132,0,2,111,126,114,129,0,1,0.973684210526316,0.976744186046512,112,127,12.4770698823971,0.176313718633776,es,finally,eventually,finalmente,eventualmente,finalmenteeventualmente
exagerar,606.071463094768,610.849458701806,-0.358072337190808,-0.152770134385223,17.1206895129891,20.2641248486225,0.0490503028083927,0.0842471750718762,153,113,1,1,149,109,151,110,0,1,0.986754966887417,0.990909090909091,153,114,1,0,146,108,151,111,0,0,0.966887417218543,0.972972972972973,149,109,4.77799560703875,0.205302202805585,es,underestimate,exaggerate,subestimar,exagerar,subestimarexagerar
excusa,588.870362632242,520.972852946036,-0.366143905207504,-0.575723415472234,21.4696101094797,18.8540685332965,0.0783884018330619,0.0770570023737449,102,71,1,1,91,68,95,68,0,1,0.957894736842105,1,102,71,1,1,93,65,95,68,0,1,0.978947368421053,0.955882352941177,91,68,-67.8975096862059,-0.20957951026473,es,forgive,excuse,perdón,excusa,perdónexcusa
expectativa,631.335994647301,598.926617277507,-0.18671231294142,-0.29925675048462,17.6846593044102,23.4284148313705,0.0568279899317737,0.0769629226289987,198,90,2,0,187,81,193,85,1,0,0.968911917098446,0.952941176470588,199,90,1,0,187,83,194,85,0,0,0.963917525773196,0.976470588235294,187,81,-32.4093773697941,-0.1125444375432,es,wait,expect,espera,expectativa,esperaexpectativa
explosivo,532.274582088961,663.740145820526,-0.516403605286653,-0.100514565374813,14.6800931280912,29.408817269211,0.0569130221701907,0.0957884604926778,140,104,0,4,134,97,136,103,0,3,0.985294117647059,0.941747572815534,140,104,0,4,132,87,136,103,0,3,0.970588235294118,0.844660194174757,134,96,131.465563731565,0.41588903991184,es,bomb,explosive,bomba,explosivo,bombaexplosivo
explosión,615.958508052924,592.344696722587,-0.246602788776039,-0.320298191796724,22.1256600417502,21.572119089556,0.0886104475948634,0.0845733596603748,128,130,3,0,124,122,124,123,2,0,1,0.991869918699187,128,130,3,0,121,120,124,123,2,0,0.975806451612903,0.975609756097561,124,122,-23.6138113303368,-0.0736954030206851,es,earthquake,explosion,terremoto,explosión,terremotoexplosión
explotar,582.535999976675,571.005041246298,-0.423677990957305,-0.437484065009415,30.780016193505,21.8866155692621,0.0942749592768489,0.0939602696663329,70,107,0,1,67,98,69,100,0,0,0.971014492753623,0.98,70,107,0,1,65,98,69,100,0,0,0.942028985507246,0.98,67,97,-11.5309587303768,-0.01380607405211,es,burst,explode,estallar,explotar,estallarexplotar
exposición,580.04562069786,545.505983208916,-0.36706385959192,-0.443256867166609,17.802053437417,18.3212300342178,0.0724880406389346,0.071945796760464,120,127,4,0,116,119,116,124,1,0,1,0.959677419354839,120,127,4,0,115,105,116,124,1,0,0.991379310344828,0.846774193548387,116,119,-34.5396374889434,-0.0761930075746885,es,gallery,exhibition,galería,exposición,galeríaexposición
expresar,553.172199993977,630.923833339658,-0.50740473099002,-0.342923048050303,19.4956428429829,33.0056792208269,0.0739564595471702,0.106381067507426,104,72,0,2,100,67,100,70,0,1,1,0.957142857142857,104,73,0,1,97,68,100,71,0,0,0.97,0.957746478873239,100,66,77.7516333456803,0.164481682939716,es,describe,express,describir,expresar,describirexpresar
externo,523.229966946129,597.471221312297,-0.586680348047653,-0.242446247212672,11.3996037109941,20.0146750310555,0.0421238180407909,0.0952994797040855,128,129,1,0,121,122,122,123,0,0,0.991803278688525,0.991869918699187,126,129,3,0,118,118,120,123,2,0,0.983333333333333,0.959349593495935,121,122,74.2412543661684,0.34423410083498,es,internal,external,interno,externo,internoexterno
