target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,th_cue,th_target,th_word_combo,unrelated_th_cue
คำบรรยาย,,533.36171427293,,-0.46120239306279,,25.2150321361505,,0.15627674714379,,7,,0,,7,,7,,0,,1,,7,,0,,7,,7,,0,,1,,7,,,th,profile,description,ประวัติโดยย่อ,คำบรรยาย,ประวัติโดยย่อคำบรรยาย,ประเทศ
คำสาบาน,602.619833313589,742.178749982151,-0.630443150050766,0.0137577105451807,84.9421371426312,152.082184594609,0.20889553604339,0.404795409936825,6,4,1,1,6,4,6,4,0,0,1,1,6,4,1,1,6,4,6,4,0,0,1,1,6,4,139.558916668563,0.644200860595947,th,swear,oath,สาบาน,คำสาบาน,สาบานคำสาบาน,การแข่งขัน
คำให้การ,648.831599990482,822.820666714649,-0.0404625101109682,0.278841395502103,51.1696158480256,106.792878195678,0.25161355729151,0.409957831654927,5,3,0,1,5,3,5,3,0,0,1,1,5,3,0,1,5,3,5,3,0,0,1,1,5,3,173.989066724167,0.319303905613071,th,comment,statement,ความคิดเห็น,คำให้การ,ความคิดเห็นคำให้การ,นม
คำให้การ,648.831599990482,822.820666714649,-0.0404625101109682,0.278841395502103,51.1696158480256,106.792878195678,0.25161355729151,0.409957831654927,5,3,0,1,5,3,5,3,0,0,1,1,5,3,0,1,5,3,5,3,0,0,1,1,5,3,173.989066724167,0.319303905613071,th,comment,statement,ความคิดเห็น,คำให้การ,ความคิดเห็นคำให้การ,วางยา
คำให้การ.1,458.631499904615,825.324166650767,-0.837956617953117,0.0316315606823887,83.8654999046705,61.2602647996592,0.197310465075342,0.171857323149089,2,6,0,0,2,6,2,6,0,0,1,1,2,6,0,0,2,6,2,6,0,0,1,1,2,6,366.692666746152,0.869588178635506,th,witness,testimony,พยาน,คำให้การ,พยานคำให้การ,นม
คำให้การ.1,458.631499904615,825.324166650767,-0.837956617953117,0.0316315606823887,83.8654999046705,61.2602647996592,0.197310465075342,0.171857323149089,2,6,0,0,2,6,2,6,0,0,1,1,2,6,0,0,2,6,2,6,0,0,1,1,2,6,366.692666746152,0.869588178635506,th,witness,testimony,พยาน,คำให้การ,พยานคำให้การ,วางยา
คิด,500.179999986175,626.190624899485,-0.715962924028548,-0.573550352986102,12.628974761064,81.8647518650484,0.11873942787782,0.252148169099795,5,8,1,0,5,8,5,8,0,0,1,1,5,8,1,0,5,8,5,8,0,0,1,1,5,8,126.01062491331,0.142412571042446,th,consider,think,พิจารณา,คิด,พิจารณาคิด,แหล่งที่มา
คุก,492.75579996421,526.494833384771,-0.932330733582821,-0.593451307030151,13.9448690879649,59.5697983495285,0.0959921916643843,0.217663034727362,5,6,1,0,5,6,5,6,0,0,1,1,5,6,1,0,5,6,5,6,0,0,1,1,5,6,33.7390334205613,0.33887942655267,th,cell,prison,ห้องขัง,คุก,ห้องขังคุก,การเตรียมการ
คุณพ่อ,369.055249967008,439.214999966498,-1.08131705764363,-0.859759408153141,31.3582698812843,59.637999962026,0.0976941451639184,0.0375953993558201,4,2,1,0,4,2,4,2,0,0,1,1,4,2,1,0,4,2,4,2,0,0,1,1,4,2,70.1597499994897,0.221557649490491,th,mother,father,คุณแม่,คุณพ่อ,คุณแม่คุณพ่อ,สวรรค์
คุณภาพ,517.461666698451,760.68816641038,-0.751433614085954,-0.0992999536115466,25.8406991899006,205.27398051694,0.103648859700232,0.575274466226633,3,6,1,0,3,6,3,6,0,0,1,1,3,6,1,0,3,6,3,6,0,0,1,1,3,6,243.226499711929,0.652133660474408,th,quantity,quality,ปริมาณ,คุณภาพ,ปริมาณคุณภาพ,ทางการเงิน
คุณย่าคุณยาย,715.63428570141,1887.96399998211,-0.197056065247381,3.86256037283789,95.7295272174848,329.47199998214,0.290650530902032,1.65105977271536,7,2,1,1,7,2,7,2,0,0,1,1,7,2,1,1,7,2,7,2,0,0,1,1,7,2,1172.3297142807,4.05961643808527,th,grandfather,grandmother,คุณปู่คุณตา,คุณย่าคุณยาย,คุณปู่คุณตาคุณย่าคุณยาย,น่าดึงดูดใจ
คู่ควร,732.051666630887,521.369333334034,-0.137360802635184,-0.715659060202444,227.744277231373,25.8276076210568,0.683404796532632,0.0556090592551683,6,3,0,0,6,3,6,3,0,0,1,1,6,3,0,0,6,3,6,3,0,0,1,1,6,3,-210.682333296853,-0.57829825756726,th,deserve,worthy,สมควรได้รับ,คู่ควร,สมควรได้รับคู่ควร,งานรื่นเริง
ค่าไถ่,717.1692500239,743.785666661764,-0.0137054371076256,0.0651613839277877,80.3050559077648,41.3404472531496,0.314943032088036,0.136435070605865,4,6,0,0,4,6,4,6,0,0,1,1,4,6,0,0,4,6,4,6,0,0,1,1,4,6,26.6164166378632,0.0788668210354134,th,kidnapper,ransom,ผู้ลักพาตัว,ค่าไถ่,ผู้ลักพาตัวค่าไถ่,ไมล์
ค้อน,667.961750023853,575.183,-0.36333259672984,-0.730629059823625,73.5143923008139,79.0815770096507,0.263896947841999,0.226955206711225,4,3,1,1,4,3,4,3,0,0,1,1,4,3,1,1,4,3,4,3,0,0,1,1,4,3,-92.7787500238534,-0.367296463093785,th,stick,hammer,ตระบอง,ค้อน,ตระบองค้อน,ซองจดหมาย
ฆาตกร,588.959250011918,577.280249978372,-0.61512370645334,-0.451018145823357,55.7157112099479,63.7724383827929,0.147179157864972,0.202554807076648,4,4,0,0,4,4,4,4,0,0,1,1,4,4,0,0,4,4,4,4,0,0,1,1,4,4,-11.679000033546,0.164105560629983,th,killer,murderer,นักฆ่า,ฆาตกร,นักฆ่าฆาตกร,วิจัย
ฆ่า,419.949000071501,549.382333309623,-0.959447165992082,-0.610578458042222,,3.75827043062637,,0.11580040430455,1,3,1,1,1,3,1,3,0,0,1,1,1,3,1,1,1,3,1,3,0,0,1,1,1,3,129.433333238122,0.34886870794986,th,poison,kill,วางยา,ฆ่า,วางยาฆ่า,ผิดปกติ
งดงาม,448.678875024125,611.206000006161,-0.973594450092835,-0.408129703535536,14.6122185104885,68.2285664068123,0.0753166745728148,0.206781013496334,8,8,0,0,8,8,8,8,0,0,1,1,8,8,0,0,8,8,8,8,0,0,1,1,8,8,162.527124982036,0.565464746557298,th,pretty,beautiful,สวย,งดงาม,สวยงดงาม,เกี่ยวกับการดำเนินงาน
งาน,511.0909999643,525.273749999993,-0.77395890043606,-0.651247481486906,28.1718307029317,50.0747759761597,0.179020290809558,0.22911870692859,6,4,0,0,6,4,6,4,0,0,1,1,6,4,0,0,6,4,6,4,0,0,1,1,6,4,14.1827500356932,0.122711418949153,th,job,work,อาชีพ,งาน,อาชีพงาน,กลม
งานศพ,756.060000000114,445.197800013411,0.290533748110587,-0.893334859651056,8.05999999999801,16.4607637374409,0.295063717158032,0.0857647384931367,2,5,0,0,2,5,2,5,0,0,1,1,2,5,0,0,2,5,2,5,0,0,1,1,2,5,-310.862199986703,-1.18386860776164,th,coffin,funeral,โลงศพ,งานศพ,โลงศพงานศพ,สินเชื่อ
งานสังสรรค์,717.474499893477,619.447571397959,0.0259275012284898,-0.209565526681715,110.070441458962,86.2049472791217,0.321982183327116,0.293429219772375,6,7,2,0,6,7,6,7,0,0,1,1,6,7,2,0,6,7,6,7,0,0,1,1,6,7,-98.0269284955182,-0.235493027910205,th,reception,party,การต้อนรับ,งานสังสรรค์,การต้อนรับงานสังสรรค์,ซอสมะเขือเทศ
งานเทศกาล,512.847399993182,807.060800007777,-0.728020073242399,0.334427934097253,44.7298633587367,144.990470982904,0.111256245920761,0.598772888113794,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,5,5,5,5,0,0,1,1,5,5,294.213400014595,1.06244800733965,th,carnival,festival,งานรื่นเริง,งานเทศกาล,งานรื่นเริงงานเทศกาล,วิ่ง
งานแต่งงาน,545.562999991942,559.497000023781,-0.568413286022787,-0.579702548583982,29.2377314944515,92.015999976138,0.10667905533979,0.0527121038472174,6,2,0,0,6,2,6,2,0,0,1,1,6,2,0,0,5,2,6,2,0,0,0.833333333333333,1,6,2,13.9340000318385,-0.0112892625611953,th,engagement,wedding,การหมั้นหมาย,งานแต่งงาน,การหมั้นหมายงานแต่งงาน,หนอน
งู,515.749599999899,517.51700000526,-0.788564757823145,-0.77265247567793,48.290797983359,31.1511133240399,0.0996451838812353,0.105429801402608,5,7,1,1,5,7,5,7,0,0,1,1,5,7,1,1,5,7,5,7,0,0,1,1,5,7,1.76740000536108,0.0159122821452142,th,worm,snake,หนอน,งู,หนอนงู,การแข่งวิ่งมาราธอน
ง่าย,,513.37950002389,,-0.698655639625363,,36.6143709837418,,0.218676053834368,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,th,impossible,easy,เป็นไปไม่ได้,ง่าย,เป็นไปไม่ได้ง่าย,โรงภาพยนตร์
จดจ่อ,618.816499999676,635.499599980918,-0.561845324139986,-0.34177015803688,64.7335654964753,31.1964094455987,0.197907815617194,0.11118811724995,6,5,1,0,6,5,6,5,0,0,1,1,6,5,1,0,4,5,6,5,0,0,0.666666666666667,1,6,5,16.6830999812423,0.220075166103106,th,focus,concentrate,เพ่งความสนใจ,จดจ่อ,เพ่งความสนใจจดจ่อ,ลิปสติก
จดหมาย,425.215666631043,511.489000005939,-0.876478288602858,-0.884968544289793,29.893237201483,26.4890000059385,0.0954065949110778,0.0344651467510655,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,1,3,2,0,0,1,0.5,3,2,86.2733333748959,-0.00849025568693462,th,telegram,letter,โทรเลข,จดหมาย,โทรเลขจดหมาย,ปืนไรเฟิล
จมูก,507.912499593902,494.594333322641,-0.772106730151205,-0.810119488950378,35.1319514281608,28.8189820765094,0.121774403775694,0.135499337928616,4,6,0,0,4,6,4,6,0,0,1,1,4,6,0,0,4,6,4,6,0,0,1,1,4,6,-13.3181662712607,-0.0380127587991735,th,mouth,nose,ปาก,จมูก,ปากจมูก,สัตว์ร้าย
จริงใจ,427.395500048471,497.112499988056,-0.995856605066875,-0.691168370933775,33.711500046949,43.827873118767,0.132683044472314,0.144100102582449,2,5,0,1,2,4,2,5,0,0,1,0.8,2,5,0,1,1,4,2,5,0,0,0.5,0.8,2,4,69.7169999395848,0.3046882341331,th,decent,honest,เหมาะสม,จริงใจ,เหมาะสมจริงใจ,อุปกรณ์
จริงๆ,509.759500020823,430.730999982101,-0.758055376982961,-0.815785037176118,43.5405000268365,,0.124119169501624,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,1,1,2,1,0,0,0.5,1,2,1,-79.0285000387224,-0.0577296601931574,th,actually,really,จริงๆแล้ว,จริงๆ,จริงๆแล้วจริงๆ,ด้านหน้า
จอคอมพิวเตอร์,594.065400000598,788.254000019116,-0.217421102000287,0.386318094101051,74.4598780394596,54.1676120238043,0.259950155873769,0.229280656052577,5,5,2,0,5,5,5,5,0,0,1,1,5,5,2,0,4,5,5,5,0,0,0.8,1,5,5,194.188600018519,0.603739196101339,th,screen,monitor,จอภาพ,จอคอมพิวเตอร์,จอภาพจอคอมพิวเตอร์,เด็กผู้ชาย
จักรพรรดิ,631.987200007471,579.714750000028,-0.323606264410919,-0.410321976959745,96.8593640564829,88.7821457664256,0.347965439602635,0.240647098973335,6,4,0,1,5,4,5,4,0,0,1,1,5,4,1,1,5,4,5,4,0,0,1,1,5,4,-52.2724500074431,-0.0867157125488265,th,imperial,emperor,เกี่ยวกับจักรพรรดิ,จักรพรรดิ,เกี่ยวกับจักรพรรดิจักรพรรดิ,ผู้ใหญ่
จัดการ,546.928999985103,550.500000000058,-0.634019503913004,-0.613649785676326,37.4048280918402,37.500000000058,0.160355331399769,0.164792124282277,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,3.57100001495519,0.0203697182366781,th,control,manipulate,ควบคุม,จัดการ,ควบคุมจัดการ,กำแพง
จัดระเบียบ,537.708600086439,531.704500023872,-0.829848082961891,-0.581602672441553,27.985616214981,56.2425608692286,0.298911417934091,0.199051005513015,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,4,4,5,4,0,0,0.8,1,5,4,-6.00410006256743,0.248245410520338,th,arrange,organize,จัดเตรียม,จัดระเบียบ,จัดเตรียมจัดระเบียบ,วาล์ว
จัดหาให้,541.476750012022,643.566666635491,-0.520055879213286,-0.326838696568162,21.0900086764261,27.6335934277758,0.0566855799810541,0.0546875119536714,4,4,0,0,4,4,4,4,0,0,1,1,4,3,0,1,4,3,4,3,0,1,1,1,4,3,102.089916623469,0.193217182645123,th,enable,provide,มอบอำนาจ,จัดหาให้,มอบอำนาจจัดหาให้,ฟ้าแลบ
จับ,489.89299998805,424.485499976902,-0.874267486732193,-0.843621356352629,50.8929999880495,80.0144999753685,0.157166899587224,0.138795254128496,2,2,1,1,2,2,2,2,0,0,1,1,2,2,1,1,1,2,2,2,0,0,0.5,1,2,2,-65.407500011148,0.0306461303795647,th,grab,catch,คว้า,จับ,คว้าจับ,อย่างเรียบง่าย
จับกุม,646.36700001739,678.568750047678,-0.275675077608999,-0.139852602603032,95.1036074124467,80.5204341755023,0.267527857640635,0.224549565671075,7,4,1,0,7,4,7,4,0,0,1,1,7,4,1,0,7,4,7,4,0,0,1,1,7,4,32.2017500302881,0.135822475005967,th,punish,arrest,ลงโทษ,จับกุม,ลงโทษจับกุม,ไม่เคย
จากสวรรค์,728.814199980988,855.448999997083,-0.0169995770556665,0.524460583601137,85.0408119236244,100.38522392153,0.360229015637002,0.467257125436669,5,5,0,0,5,4,5,5,0,0,1,0.8,5,5,0,0,5,5,5,5,0,0,1,1,5,4,126.634800016095,0.541460160656803,th,sky,heavenly,ท้องฟ้า,จากสวรรค์,ท้องฟ้าจากสวรรค์,กรรมสิทธิ์
จาน,444.968999999786,457.937999999966,-0.79128472410069,-0.815102747825098,64.2082836051461,,0.235805190915422,,4,2,0,1,4,1,4,1,0,0,1,1,4,2,0,1,3,1,4,1,0,0,0.75,1,4,1,12.9690000001795,-0.0238180237244081,th,bowl,plate,ชาม,จาน,ชามจาน,ทันสมัย
จำนวน,513.640500065536,564.778799935593,-0.71554752724977,-0.645951340853286,82.8947193739363,87.8871424203017,0.198445200538385,0.261151168143948,4,5,0,1,4,5,4,5,0,0,1,1,4,5,0,1,4,4,4,5,0,0,1,0.8,4,5,51.1382998700574,0.0695961863964841,th,sum,amount,ผลรวม,จำนวน,ผลรวมจำนวน,ยกยอ
จำได้,504.849999995058,514.618799993722,-0.79578785428863,-0.698575694385157,47.8274787739745,79.9114310833743,0.117892568489333,0.235528431893772,6,5,0,1,6,5,6,5,0,0,1,1,6,5,0,1,6,5,6,5,0,0,1,1,6,5,9.7687999986635,0.0972121599034725,th,forget,remember,ลืม,จำได้,ลืมจำได้,เร่งด่วน
จิตรกร,1255.08549996419,712.782999996023,1.48304329403617,0.0502686804115542,667.08549996419,51.9023249875987,1.96879503077399,0.144688541762253,2,7,0,1,2,6,2,6,0,0,1,1,2,7,0,1,2,6,2,6,0,0,1,1,2,6,-542.302499968167,-1.43277461362461,th,artist,painter,ศิลปิน,จิตรกร,ศิลปินจิตรกร,พิเศษ
จิตวิทยา,528.46733334475,550.628600002639,-0.516531223463573,-0.675631273605203,31.7543655123154,15.8293460228551,0.050291735044675,0.069572654031199,6,5,1,1,6,5,6,5,0,0,1,1,6,5,1,1,5,5,6,5,0,0,0.833333333333333,1,6,5,22.1612666578891,-0.15910005014163,th,anatomy,psychology,กายวิภาคศาสตร์,จิตวิทยา,กายวิภาคศาสตร์จิตวิทยา,รอยแตก
จินตนาการ,615.304000047676,668.867000000056,-0.275452557374789,-0.605607962600351,107.990000047663,108.987850866525,0.335630544577248,0.129807184298099,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,53.5629999523804,-0.330155405225562,th,reality,fantasy,ความเป็นจริง,จินตนาการ,ความเป็นจริงจินตนาการ,แก๊ง
จิบ,663.917999975125,1353.89150002383,-0.358675325000739,1.7708932538738,53.8649802455102,480.891500023835,0.127100655723831,1.33386274702192,7,4,0,0,7,2,7,4,0,0,1,0.5,7,4,0,0,7,4,7,4,0,0,1,1,7,2,689.973500048709,2.12956857887454,th,drop,sip,หยด,จิบ,หยดจิบ,ไร้เดียงสา
